Frequency (Hz),Magnitude,Magnitude (dB)
2601.0043,0.000148,-76.619919
2601.7096,0.000232,-72.696378
2602.4148,0.000322,-69.848619
2603.1201,0.000603,-64.391933
2603.8254,0.000689,-63.238630
2604.5306,0.000666,-63.529390
2605.2359,0.000558,-65.073047
2605.9411,0.000339,-69.390109
2606.6464,0.000116,-78.728027
2607.3517,0.000393,-68.107203
2608.0569,0.000334,-69.531561
2608.7622,0.000613,-64.244805
2609.4675,0.000550,-65.185906
2610.1727,0.000668,-63.508870
2610.8780,0.000138,-77.184544
2611.5832,0.000239,-72.448606
2612.2885,0.000117,-78.611974
2612.9938,0.000345,-69.255561
2613.6990,0.000427,-67.383722
2614.4043,0.000429,-67.348792
2615.1095,0.000539,-65.366936
2615.8148,0.000525,-65.600893
2616.5201,0.000740,-62.615770
2617.2253,0.000311,-70.133210
2617.9306,0.000096,-80.388610
2618.6359,0.000382,-68.350665
2619.3411,0.000463,-66.679874
2620.0464,0.000914,-60.783056
2620.7516,0.000872,-61.184747
2621.4569,0.000455,-66.840040
2622.1622,0.000313,-70.077793
2622.8674,0.000024,-92.291431
2623.5727,0.000203,-73.843201
2624.2779,0.000280,-71.042691
2624.9832,0.000463,-66.694950
2625.6885,0.000393,-68.109770
2626.3937,0.000497,-66.065528
2627.0990,0.000546,-65.254312
2627.8043,0.000514,-65.778738
2628.5095,0.000305,-70.317921
2629.2148,0.000336,-69.473944
2629.9200,0.000261,-71.663700
2630.6253,0.000320,-69.910015
2631.3306,0.000315,-70.024046
2632.0358,0.000158,-76.023763
2632.7411,0.000425,-67.435276
2633.4463,0.000325,-69.770492
2634.1516,0.000449,-66.961499
2634.8569,0.000206,-73.720956
2635.5621,0.000348,-69.178645
2636.2674,0.000425,-67.436741
2636.9727,0.000245,-72.207709
2637.6779,0.000119,-78.516846
2638.3832,0.000239,-72.426288
2639.0884,0.000368,-68.688919
2639.7937,0.000258,-71.777627
2640.4990,0.000365,-68.759221
2641.2042,0.000369,-68.668556
2641.9095,0.000325,-69.760544
2642.6147,0.000372,-68.585344
2643.3200,0.000226,-72.923366
2644.0253,0.000392,-68.128868
2644.7305,0.000459,-66.764322
2645.4358,0.000487,-66.241601
2646.1411,0.000548,-65.224452
2646.8463,0.000333,-69.554935
2647.5516,0.000344,-69.270173
2648.2568,0.000202,-73.894236
2648.9621,0.000212,-73.486962
2649.6674,0.000221,-73.118196
2650.3726,0.000859,-61.324807
2651.0779,0.000454,-66.858186
2651.7831,0.000487,-66.246643
2652.4884,0.000567,-64.931084
2653.1937,0.000426,-67.404394
2653.8989,0.000252,-71.983776
2654.6042,0.000590,-64.581779
2655.3095,0.000970,-60.263133
2656.0147,0.000211,-73.494089
2656.7200,0.000723,-62.817469
2657.4252,0.000481,-66.365511
2658.1305,0.000392,-68.133448
2658.8358,0.000283,-70.968025
2659.5410,0.001024,-59.793060
2660.2463,0.000619,-64.168453
2660.9515,0.000676,-63.407413
2661.6568,0.000470,-66.559151
2662.3621,0.000262,-71.619555
2663.0673,0.000190,-74.428971
2663.7726,0.000611,-64.278636
2664.4779,0.000376,-68.506914
2665.1831,0.000307,-70.261719
2665.8884,0.000301,-70.422747
2666.5936,0.000253,-71.940848
2667.2989,0.000176,-75.110287
2668.0042,0.000461,-66.733065
2668.7094,0.000598,-64.465089
2669.4147,0.000428,-67.363983
2670.1199,0.000363,-68.811140
2670.8252,0.000194,-74.247490
2671.5305,0.000439,-67.153582
2672.2357,0.000435,-67.232598
2672.9410,0.000571,-64.872797
2673.6462,0.000343,-69.288448
2674.3515,0.000133,-77.535858
2675.0568,0.000241,-72.352055
2675.7620,0.000457,-66.803084
2676.4673,0.000360,-68.878695
2677.1726,0.000376,-68.485534
2677.8778,0.000456,-66.825809
2678.5831,0.000452,-66.902243
2679.2883,0.000372,-68.590672
2679.9936,0.000346,-69.220845
2680.6989,0.000543,-65.298481
2681.4041,0.000322,-69.834892
2682.1094,0.000278,-71.107101
2682.8146,0.000270,-71.363922
2683.5199,0.000534,-65.444984
2684.2252,0.000477,-66.430827
2684.9304,0.000347,-69.198220
2685.6357,0.000189,-74.479895
2686.3410,0.000551,-65.177799
2687.0462,0.000523,-65.633395
2687.7515,0.000490,-66.190805
2688.4567,0.000319,-69.929633
2689.1620,0.000380,-68.406635
2689.8673,0.000525,-65.592126
2690.5725,0.000496,-66.097515
2691.2778,0.000307,-70.244054
2691.9830,0.000418,-67.570821
2692.6883,0.000367,-68.713691
2693.3936,0.000341,-69.344879
2694.0988,0.000322,-69.849330
2694.8041,0.000362,-68.821938
2695.5094,0.000287,-70.834459
2696.2146,0.000420,-67.530338
2696.9199,0.000346,-69.218211
2697.6251,0.000497,-66.068892
2698.3304,0.000203,-73.840697
2699.0357,0.000372,-68.579842
2699.7409,0.000412,-67.712547
2700.4462,0.000435,-67.225945
2701.1514,0.000262,-71.623824
2701.8567,0.000302,-70.405941
2702.5620,0.000554,-65.125070
2703.2672,0.000358,-68.925143
2703.9725,0.000278,-71.111936
2704.6778,0.000280,-71.065432
2705.3830,0.000484,-66.311425
2706.0883,0.000344,-69.267810
2706.7935,0.000143,-76.901331
2707.4988,0.000330,-69.627674
2708.2041,0.000362,-68.814968
2708.9093,0.000321,-69.879548
2709.6146,0.000131,-77.629217
2710.3198,0.000268,-71.438729
2711.0251,0.000030,-90.580454
2711.7304,0.000318,-69.938557
2712.4356,0.000186,-74.611140
2713.1409,0.000263,-71.603363
2713.8462,0.000119,-78.462274
2714.5514,0.000146,-76.735011
2715.2567,0.000214,-73.387933
2715.9619,0.000133,-77.512391
2716.6672,0.000176,-75.069679
2717.3725,0.000058,-84.697113
2718.0777,0.000229,-72.817274
2718.7830,0.000142,-76.928309
2719.4882,0.000299,-70.487372
2720.1935,0.000115,-78.810142
2720.8988,0.000126,-77.991032
2721.6040,0.000254,-71.899674
2722.3093,0.000133,-77.496030
2723.0146,0.000252,-71.967337
2723.7198,0.000073,-82.682053
2724.4251,0.000284,-70.924731
2725.1303,0.000235,-72.568566
2725.8356,0.000229,-72.812501
2726.5409,0.000152,-76.387980
2727.2461,0.000281,-71.036885
2727.9514,0.000408,-67.780019
2728.6566,0.000119,-78.462494
2729.3619,0.000247,-72.142097
2730.0672,0.000336,-69.471319
2730.7724,0.000554,-65.124022
2731.4777,0.000420,-67.539805
2732.1830,0.000332,-69.567499
2732.8882,0.000695,-63.161884
2733.5935,0.000783,-62.120378
2734.2987,0.000775,-62.216586
2735.0040,0.000578,-64.756881
2735.7093,0.000895,-60.964807
2736.4145,0.001416,-56.979892
2737.1198,0.001031,-59.738391
2737.8250,0.000797,-61.965983
2738.5303,0.001160,-58.709753
2739.2356,0.001084,-59.295851
2739.9408,0.001123,-58.992585
2740.6461,0.000396,-68.047931
2741.3514,0.000730,-62.739300
2742.0566,0.001055,-59.534570
2742.7619,0.000636,-63.925188
2743.4671,0.000232,-72.675625
2744.1724,0.000438,-67.172780
2744.8777,0.000189,-74.489041
2745.5829,0.000359,-68.908035
2746.2882,0.000998,-60.013902
2746.9934,0.001364,-57.305193
2747.6987,0.000376,-68.485980
2748.4040,0.000636,-63.928763
2749.1092,0.001378,-57.217856
2749.8145,0.001342,-57.441971
2750.5198,0.000981,-60.164683
2751.2250,0.000092,-80.755007
2751.9303,0.000943,-60.507515
2752.6355,0.001180,-58.559668
2753.3408,0.001038,-59.677443
2754.0461,0.001702,-55.383027
2754.7513,0.001811,-54.840746
2755.4566,0.001403,-57.060812
2756.1618,0.000322,-69.837268
2756.8671,0.001483,-56.577658
2757.5724,0.001942,-54.234847
2758.2776,0.001816,-54.817348
2758.9829,0.000790,-62.051400
2759.6881,0.000883,-61.078990
2760.3934,0.000696,-63.153882
2761.0987,0.000651,-63.729791
2761.8039,0.000168,-75.486682
2762.5092,0.000816,-61.765131
2763.2145,0.001564,-56.112835
2763.9197,0.001554,-56.169121
2764.6250,0.001258,-58.008860
2765.3302,0.000959,-60.367296
2766.0355,0.001431,-56.888782
2766.7408,0.001558,-56.149091
2767.4460,0.000999,-60.008350
2768.1513,0.000445,-67.031566
2768.8565,0.000998,-60.021631
2769.5618,0.000796,-61.979123
2770.2671,0.001749,-55.144843
2770.9723,0.001203,-58.394585
2771.6776,0.001053,-59.549763
2772.3829,0.002841,-50.931310
2773.0881,0.001703,-55.377249
2773.7934,0.003231,-49.812396
2774.4986,0.002030,-53.851225
2775.2039,0.003443,-49.262450
2775.9092,0.002426,-52.302238
2776.6144,0.003220,-49.841854
2777.3197,0.002144,-53.376243
2778.0249,0.001849,-54.661594
2778.7302,0.002216,-53.087601
2779.4355,0.001099,-59.183367
2780.1407,0.001267,-57.945537
2780.8460,0.001456,-56.737747
2781.5513,0.000892,-60.989973
2782.2565,0.001647,-55.667167
2782.9618,0.000929,-60.644294
2783.6670,0.000578,-64.761873
2784.3723,0.000982,-60.159603
2785.0776,0.000692,-63.198535
2785.7828,0.001137,-58.885820
2786.4881,0.000291,-70.728325
2787.1933,0.000779,-62.170201
2787.8986,0.000838,-61.539025
2788.6039,0.000835,-61.570699
2789.3091,0.000793,-62.018830
2790.0144,0.000266,-71.513822
2790.7197,0.000888,-61.027844
2791.4249,0.000633,-63.975996
2792.1302,0.000294,-70.623096
2792.8354,0.000737,-62.648303
2793.5407,0.000523,-65.622222
2794.2460,0.000719,-62.866857
2794.9512,0.000560,-65.043712
2795.6565,0.000256,-71.837805
2796.3617,0.000830,-61.616712
2797.0670,0.000303,-70.363664
2797.7723,0.000329,-69.658206
2798.4775,0.000468,-66.597489
2799.1828,0.000478,-66.419070
2799.8881,0.000629,-64.020886
2800.5933,0.000527,-65.562460
2801.2986,0.000243,-72.295197
2802.0038,0.000902,-60.891523
2802.7091,0.000429,-67.357282
2803.4144,0.000193,-74.271504
2804.1196,0.000629,-64.027341
2804.8249,0.000411,-67.717850
2805.5301,0.000206,-73.709038
2806.2354,0.000506,-65.914912
2806.9407,0.000531,-65.500256
2807.6459,0.000228,-72.857271
2808.3512,0.000509,-65.872965
2809.0565,0.000333,-69.549631
2809.7617,0.000323,-69.802714
2810.4670,0.000498,-66.058736
2811.1722,0.000146,-76.725871
2811.8775,0.000401,-67.934962
2812.5828,0.000148,-76.601022
2813.2880,0.000143,-76.868967
2813.9933,0.000112,-78.997346
2814.6985,0.000277,-71.139490
2815.4038,0.000161,-75.865809
2816.1091,0.000188,-74.508698
2816.8143,0.000297,-70.557920
2817.5196,0.000160,-75.911457
2818.2249,0.000303,-70.366157
2818.9301,0.000166,-75.598266
2819.6354,0.000110,-79.190459
2820.3406,0.000168,-75.472984
2821.0459,0.000109,-79.222124
2821.7512,0.000086,-81.322587
2822.4564,0.000042,-87.614108
2823.1617,0.000179,-74.936762
2823.8669,0.000178,-74.971956
2824.5722,0.000198,-74.073438
2825.2775,0.000168,-75.508661
2825.9827,0.000140,-77.108256
2826.6880,0.000135,-77.399015
2827.3933,0.000079,-82.007336
2828.0985,0.000051,-85.810077
2828.8038,0.000017,-95.621145
2829.5090,0.000042,-87.442799
2830.2143,0.000068,-83.362891
2830.9196,0.000098,-80.174576
2831.6248,0.000124,-78.125444
2832.3301,0.000073,-82.725092
2833.0353,0.000050,-86.007102
2833.7406,0.000062,-84.149671
2834.4459,0.000075,-82.496144
2835.1511,0.000056,-85.037105
2835.8564,0.000029,-90.834996
2836.5617,0.000062,-84.142476
2837.2669,0.000054,-85.283522
2837.9722,0.000065,-83.727062
2838.6774,0.000045,-86.976445
2839.3827,0.000030,-90.569283
2840.0880,0.000076,-82.384731
2840.7932,0.000055,-85.166120
2841.4985,0.000074,-82.598296
2842.2037,0.000073,-82.755093
2842.9090,0.000048,-86.410869
2843.6143,0.000007,-102.680683
2844.3195,0.000009,-101.191017
2845.0248,0.000013,-97.429877
2845.7300,0.000027,-91.427555
2846.4353,0.000003,-111.576892
2847.1406,0.000024,-92.395190
2847.8458,0.000037,-88.696948
2848.5511,0.000009,-100.584083
2849.2564,0.000048,-86.451758
2849.9616,0.000037,-88.520937
2850.6669,0.000016,-95.757882
2851.3721,0.000024,-92.362719
2852.0774,0.000017,-95.450103
2852.7827,0.000050,-86.007271
2853.4879,0.000067,-83.541837
2854.1932,0.000027,-91.237713
2854.8984,0.000070,-83.050083
2855.6037,0.000042,-87.479831
2856.3090,0.000053,-85.504095
2857.0142,0.000058,-84.781876
2857.7195,0.000029,-90.726327
2858.4248,0.000023,-92.915346
2859.1300,0.000022,-93.209650
2859.8353,0.000071,-83.026239
2860.5405,0.000089,-80.978589
2861.2458,0.000036,-88.833129
2861.9511,0.000070,-83.118371
2862.6563,0.000147,-76.682586
2863.3616,0.000103,-79.784136
2864.0668,0.000013,-97.547999
2864.7721,0.000096,-80.379067
2865.4774,0.000174,-75.192769
2866.1826,0.000140,-77.074957
2866.8879,0.000052,-85.725106
2867.5932,0.000212,-73.471845
2868.2984,0.000281,-71.015666
2869.0037,0.000266,-71.512551
2869.7089,0.000070,-83.088764
2870.4142,0.000243,-72.277652
2871.1195,0.000411,-67.724369
2871.8247,0.000299,-70.492996
2872.5300,0.000134,-77.457359
2873.2352,0.000187,-74.582820
2873.9405,0.000444,-67.061646
2874.6458,0.000509,-65.873754
2875.3510,0.000387,-68.252864
2876.0563,0.000408,-67.784948
2876.7616,0.000274,-71.248950
2877.4668,0.000181,-74.861660
2878.1721,0.000307,-70.253704
2878.8773,0.000458,-66.784652
2879.5826,0.000467,-66.608547
2880.2879,0.000439,-67.150704
2880.9931,0.000206,-73.714080
2881.6984,0.000195,-74.191297
2882.4036,0.000185,-74.675329
2883.1089,0.000134,-77.446545
2883.8142,0.000371,-68.612333
2884.5194,0.000151,-76.401923
2885.2247,0.000638,-63.900298
2885.9300,0.000194,-74.227677
2886.6352,0.000469,-66.578671
2887.3405,0.000335,-69.499775
2888.0457,0.000317,-69.976282
2888.7510,0.000385,-68.301636
2889.4563,0.000179,-74.919103
2890.1615,0.000122,-78.295181
2890.8668,0.000153,-76.317045
2891.5720,0.000106,-79.525676
2892.2773,0.000065,-83.760790
2892.9826,0.000144,-76.811922
2893.6878,0.000063,-84.080346
2894.3931,0.000240,-72.385754
2895.0984,0.000021,-93.459417
2895.8036,0.000053,-85.482240
2896.5089,0.000138,-77.211556
2897.2141,0.000125,-78.056376
2897.9194,0.000133,-77.497775
2898.6247,0.000007,-102.919990
2899.3299,0.000069,-83.214835
2900.0352,0.000176,-75.093332
2900.7404,0.000072,-82.858379
2901.4457,0.000050,-86.085575
2902.1510,0.000139,-77.138787
2902.8562,0.000060,-84.430461
2903.5615,0.000067,-83.429030
2904.2668,0.000073,-82.686512
2904.9720,0.000078,-82.144730
2905.6773,0.000058,-84.686545
2906.3825,0.000049,-86.164014
2907.0878,0.000067,-83.524941
2907.7931,0.000058,-84.708513
2908.4983,0.000062,-84.121609
2909.2036,0.000038,-88.470079
2909.9088,0.000056,-85.112776
2910.6141,0.000036,-88.939963
2911.3194,0.000004,-107.222363
2912.0246,0.000037,-88.539042
2912.7299,0.000014,-97.279313
2913.4352,0.000010,-100.431142
2914.1404,0.000002,-115.182808
2914.8457,0.000022,-93.049367
2915.5509,0.000009,-100.849062
2916.2562,0.000009,-101.025342
2916.9615,0.000015,-96.348774
2917.6667,0.000004,-108.672186
2918.3720,0.000012,-98.663973
2919.0772,0.000004,-107.417465
2919.7825,0.000003,-109.265691
2920.4878,0.000011,-98.798341
2921.1930,0.000006,-103.867993
2921.8983,0.000003,-110.888946
2922.6036,0.000004,-107.819085
2923.3088,0.000008,-102.314410
2924.0141,0.000004,-107.587014
2924.7193,0.000001,-121.944862
2925.4246,0.000002,-114.809901
2926.1299,0.000005,-105.843914
2926.8351,0.000004,-109.036588
2927.5404,0.000006,-104.675444
2928.2456,0.000002,-113.140198
2928.9509,0.000006,-105.136784
2929.6562,0.000004,-108.886654
2930.3614,0.000003,-110.555300
2931.0667,0.000004,-108.679058
2931.7719,0.000006,-105.052468
2932.4772,0.000004,-107.629570
2933.1825,0.000001,-123.436864
2933.8877,0.000004,-108.743058
2934.5930,0.000003,-110.444876
2935.2983,0.000004,-107.405658
2936.0035,0.000003,-109.410406
2936.7088,0.000004,-107.388540
2937.4140,0.000007,-103.629034
2938.1193,0.000002,-115.622375
2938.8246,0.000003,-110.669603
2939.5298,0.000004,-107.007350
2940.2351,0.000005,-105.358534
2940.9403,0.000007,-103.618115
2941.6456,0.000005,-106.230919
2942.3509,0.000001,-119.481512
2943.0561,0.000004,-108.687583
2943.7614,0.000003,-109.405381
2944.4667,0.000002,-113.678204
2945.1719,0.000001,-119.960600
2945.8772,0.000001,-123.737505
2946.5824,0.000002,-112.155291
2947.2877,0.000004,-108.765049
2947.9930,0.000003,-109.775566
2948.6982,0.000002,-112.147188
2949.4035,0.000005,-106.246142
2950.1087,0.000004,-107.704952
2950.8140,0.000003,-109.503736
2951.5193,0.000001,-121.333842
2952.2245,0.000003,-110.617474
2952.9298,0.000002,-113.844788
2953.6351,0.000003,-110.298069
2954.3403,0.000003,-109.999131
2955.0456,0.000002,-116.089508
2955.7508,0.000004,-107.280086
2956.4561,0.000003,-109.207105
2957.1614,0.000004,-108.740983
2957.8666,0.000002,-114.550995
2958.5719,0.000001,-120.061855
2959.2771,0.000004,-108.364778
2959.9824,0.000002,-115.417083
2960.6877,0.000003,-111.317719
2961.3929,0.000004,-108.484621
2962.0982,0.000003,-110.738295
2962.8035,0.000005,-105.712518
2963.5087,0.000005,-106.454931
2964.2140,0.000003,-110.641758
2964.9192,0.000005,-106.507355
2965.6245,0.000001,-120.781149
2966.3298,0.000003,-110.806943
2967.0350,0.000001,-120.756086
2967.7403,0.000001,-118.361753
2968.4455,0.000001,-119.487982
2969.1508,0.000003,-109.885778
2969.8561,0.000001,-121.252400
2970.5613,0.000005,-105.943778
2971.2666,0.000005,-105.457690
2971.9719,0.000006,-104.171751
2972.6771,0.000002,-113.888173
2973.3824,0.000002,-116.421487
2974.0876,0.000002,-116.094020
2974.7929,0.000002,-114.038236
2975.4982,0.000000,-135.484036
2976.2034,0.000002,-116.041649
2976.9087,0.000002,-112.828644
2977.6139,0.000002,-115.039498
2978.3192,0.000001,-117.188068
2979.0245,0.000002,-112.568982
2979.7297,0.000002,-114.460693
2980.4350,0.000003,-111.004343
2981.1403,0.000002,-112.512405
2981.8455,0.000002,-114.262086
2982.5508,0.000001,-121.561842
2983.2560,0.000000,-127.422590
2983.9613,0.000003,-111.928707
2984.6666,0.000001,-118.362353
2985.3718,0.000002,-113.990691
2986.0771,0.000002,-115.993550
2986.7823,0.000001,-117.787219
2987.4876,0.000003,-109.314509
2988.1929,0.000003,-110.041479
2988.8981,0.000001,-120.595655
2989.6034,0.000001,-116.900801
2990.3087,0.000001,-120.737727
2991.0139,0.000002,-113.996648
2991.7192,0.000002,-112.118787
2992.4244,0.000001,-116.498144
2993.1297,0.000004,-107.331125
2993.8350,0.000001,-122.897632
2994.5402,0.000002,-114.835801
2995.2455,0.000001,-124.651964
2995.9507,0.000003,-110.882967
2996.6560,0.000001,-118.540216
2997.3613,0.000001,-118.547344
2998.0665,0.000002,-112.295991
2998.7718,0.000001,-117.268537
2999.4771,0.000001,-117.444613
3000.1823,0.000004,-108.428922
3000.8876,0.000001,-117.317509
3001.5928,0.000001,-117.784867
3002.2981,0.000002,-112.426904
3003.0034,0.000001,-118.688824
3003.7086,0.000001,-117.850658
3004.4139,0.000003,-110.409960
3005.1191,0.000000,-126.989148
3005.8244,0.000002,-115.973498
3006.5297,0.000001,-121.377995
3007.2349,0.000004,-107.413445
3007.9402,0.000001,-116.650441
3008.6455,0.000002,-112.791945
3009.3507,0.000002,-114.673017
3010.0560,0.000001,-119.239839
3010.7612,0.000002,-115.982816
3011.4665,0.000001,-122.722848
3012.1718,0.000003,-110.794928
3012.8770,0.000003,-109.943629
3013.5823,0.000001,-118.128043
3014.2875,0.000002,-114.270182
3014.9928,0.000002,-113.900532
3015.6981,0.000001,-119.154971
3016.4033,0.000003,-111.856108
3017.1086,0.000001,-119.452525
3017.8138,0.000001,-120.131569
3018.5191,0.000002,-113.279153
3019.2244,0.000002,-112.888486
3019.9296,0.000003,-111.075844
3020.6349,0.000002,-113.082342
3021.3402,0.000002,-112.444700
3022.0454,0.000001,-117.708338
3022.7507,0.000002,-116.144437
3023.4559,0.000002,-113.188115
3024.1612,0.000001,-116.638999
3024.8665,0.000001,-124.929281
3025.5717,0.000002,-113.066583
3026.2770,0.000001,-117.774150
3026.9822,0.000001,-116.573597
3027.6875,0.000002,-113.779324
3028.3928,0.000006,-104.398445
3029.0980,0.000005,-105.440969
3029.8033,0.000005,-106.362237
3030.5086,0.000001,-120.008715
3031.2138,0.000003,-110.395042
3031.9191,0.000001,-117.423428
3032.6243,0.000001,-120.461531
3033.3296,0.000001,-119.326560
3034.0349,0.000003,-111.650983
3034.7401,0.000001,-117.948097
3035.4454,0.000005,-106.294286
3036.1506,0.000003,-109.804368
3036.8559,0.000005,-106.468731
3037.5612,0.000006,-105.137164
3038.2664,0.000003,-110.571360
3038.9717,0.000004,-108.553014
3039.6770,0.000003,-111.521252
3040.3822,0.000002,-114.815915
3041.0875,0.000004,-108.166781
3041.7927,0.000001,-118.187098
3042.4980,0.000002,-114.119353
3043.2033,0.000004,-108.439915
3043.9085,0.000003,-109.197354
3044.6138,0.000004,-107.810058
3045.3190,0.000002,-116.212442
3046.0243,0.000003,-109.622256
3046.7296,0.000003,-111.564771
3047.4348,0.000002,-114.979722
3048.1401,0.000003,-111.949793
3048.8454,0.000001,-124.484004
3049.5506,0.000003,-109.544883
3050.2559,0.000005,-106.511463
3050.9611,0.000005,-106.528019
3051.6664,0.000002,-113.306528
3052.3717,0.000004,-108.789214
3053.0769,0.000004,-107.851382
3053.7822,0.000002,-114.255977
3054.4874,0.000000,-127.470639
3055.1927,0.000001,-118.693560
3055.8980,0.000002,-113.514778
3056.6032,0.000004,-108.672445
3057.3085,0.000003,-110.175140
3058.0138,0.000001,-120.383095
3058.7190,0.000004,-106.992617
3059.4243,0.000006,-104.265142
3060.1295,0.000005,-105.415803
3060.8348,0.000004,-108.090254
3061.5401,0.000003,-111.537893
3062.2453,0.000002,-113.506382
3062.9506,0.000007,-103.514741
3063.6558,0.000004,-107.116005
3064.3611,0.000003,-109.944246
3065.0664,0.000004,-107.003419
3065.7716,0.000003,-110.162948
3066.4769,0.000004,-108.363849
3067.1822,0.000001,-119.874571
3067.8874,0.000004,-108.204356
3068.5927,0.000006,-104.869070
3069.2979,0.000004,-108.462078
3070.0032,0.000003,-109.688078
3070.7085,0.000004,-108.083134
3071.4137,0.000005,-105.255934
3072.1190,0.000002,-113.137763
3072.8242,0.000006,-105.032219
3073.5295,0.000004,-108.685647
3074.2348,0.000005,-105.942344
3074.9400,0.000002,-113.595053
3075.6453,0.000001,-122.060930
3076.3506,0.000004,-108.075459
3077.0558,0.000008,-102.047943
3077.7611,0.000004,-107.509231
3078.4663,0.000003,-111.220078
3079.1716,0.000006,-103.975210
3079.8769,0.000012,-98.760956
3080.5821,0.000003,-109.398284
3081.2874,0.000004,-107.517789
3081.9926,0.000012,-98.572060
3082.6979,0.000004,-108.214551
3083.4032,0.000015,-96.511305
3084.1084,0.000009,-101.033157
3084.8137,0.000009,-100.618617
3085.5190,0.000022,-93.141092
3086.2242,0.000002,-115.363123
3086.9295,0.000010,-100.062061
3087.6347,0.000014,-97.111909
3088.3400,0.000038,-88.508990
3089.0453,0.000004,-107.139328
3089.7505,0.000036,-88.877161
3090.4558,0.000055,-85.119872
3091.1610,0.000037,-88.556364
3091.8663,0.000062,-84.127763
3092.5716,0.000058,-84.747470
3093.2768,0.000066,-83.572299
3093.9821,0.000049,-86.150567
3094.6874,0.000058,-84.707414
3095.3926,0.000078,-82.139546
3096.0979,0.000073,-82.689419
3096.8031,0.000068,-83.378802
3097.5084,0.000060,-84.392878
3098.2137,0.000139,-77.143951
3098.9189,0.000050,-86.057408
3099.6242,0.000072,-82.882481
3100.3294,0.000176,-75.112268
3101.0347,0.000069,-83.206005
3101.7400,0.000007,-102.980966
3102.4452,0.000133,-77.500254
3103.1505,0.000125,-78.045379
3103.8557,0.000138,-77.207492
3104.5610,0.000053,-85.450813
3105.2663,0.000021,-93.385598
3105.9715,0.000240,-72.386540
3106.6768,0.000063,-84.040710
3107.3821,0.000144,-76.818085
3108.0873,0.000065,-83.747229
3108.7926,0.000106,-79.522158
3109.4978,0.000153,-76.306889
3110.2031,0.000121,-78.308925
3110.9084,0.000179,-74.928402
3111.6136,0.000384,-68.310045
3112.3189,0.000317,-69.974758
3113.0241,0.000335,-69.502375
3113.7294,0.000469,-66.579110
3114.4347,0.000194,-74.225167
3115.1399,0.000638,-63.902310
3115.8452,0.000151,-76.417912
3116.5505,0.000371,-68.610837
3117.2557,0.000134,-77.435958
3117.9610,0.000185,-74.663642
3118.6662,0.000195,-74.201465
3119.3715,0.000207,-73.691101
3120.0768,0.000439,-67.145484
3120.7820,0.000467,-66.611211
3121.4873,0.000459,-66.762143
3122.1925,0.000307,-70.256322
3122.8978,0.000181,-74.841271
3123.6031,0.000272,-71.296852
3124.3083,0.000408,-67.785860
3125.0136,0.000386,-68.260848
3125.7189,0.000508,-65.876139
3126.4241,0.000444,-67.046654
3127.1294,0.000186,-74.597170
3127.8346,0.000134,-77.478760
3128.5399,0.000298,-70.507508
3129.2452,0.000411,-67.723432
3129.9504,0.000243,-72.290048
3130.6557,0.000070,-83.037583
3131.3609,0.000266,-71.499816
3132.0662,0.000282,-71.004686
3132.7715,0.000212,-73.465626
3133.4767,0.000051,-85.779272
3134.1820,0.000140,-77.077587
3134.8873,0.000174,-75.205474
3135.5925,0.000095,-80.417807
3136.2978,0.000013,-97.639835
3137.0030,0.000103,-79.778344
3137.7083,0.000147,-76.679315
3138.4136,0.000070,-83.136362
3139.1188,0.000036,-88.871532
3139.8241,0.000089,-80.968890
3140.5293,0.000070,-83.039466
3141.2346,0.000022,-93.302127
3141.9399,0.000023,-92.916078
3142.6451,0.000029,-90.828148
3143.3504,0.000058,-84.752237
3144.0557,0.000053,-85.523295
3144.7609,0.000042,-87.459296
3145.4662,0.000070,-83.044722
3146.1714,0.000028,-91.151835
3146.8767,0.000066,-83.579780
3147.5820,0.000050,-85.967013
3148.2872,0.000017,-95.581004
3148.9925,0.000024,-92.328924
3149.6977,0.000016,-95.799506
3150.4030,0.000038,-88.515294
3151.1083,0.000048,-86.423741
3151.8135,0.000009,-101.000041
3152.5188,0.000036,-88.838407
3153.2241,0.000024,-92.406541
3153.9293,0.000003,-111.494854
3154.6346,0.000027,-91.375776
3155.3398,0.000013,-97.573937
3156.0451,0.000009,-101.023391
3156.7504,0.000008,-102.422619
3157.4556,0.000047,-86.475133
3158.1609,0.000073,-82.734720
3158.8661,0.000074,-82.569918
3159.5714,0.000055,-85.128089
3160.2767,0.000076,-82.423571
3160.9819,0.000029,-90.645451
3161.6872,0.000044,-87.057452
3162.3925,0.000065,-83.700342
3163.0977,0.000054,-85.304256
3163.8030,0.000063,-84.079261
3164.5082,0.000029,-90.834620
3165.2135,0.000056,-84.961804
3165.9188,0.000074,-82.564319
3166.6240,0.000062,-84.173927
3167.3293,0.000051,-85.903589
3168.0345,0.000073,-82.778344
3168.7398,0.000124,-78.119568
3169.4451,0.000099,-80.077670
3170.1503,0.000067,-83.476830
3170.8556,0.000042,-87.498979
3171.5609,0.000016,-95.973003
3172.2661,0.000052,-85.672226
3172.9714,0.000079,-82.011958
3173.6766,0.000134,-77.483192
3174.3819,0.000141,-77.032749
3175.0872,0.000167,-75.526269
3175.7924,0.000197,-74.121043
3176.4977,0.000180,-74.916138
3177.2029,0.000179,-74.959933
3177.9082,0.000041,-87.822491
3178.6135,0.000086,-81.337813
3179.3187,0.000110,-79.183884
3180.0240,0.000167,-75.531440
